text,class
@edorobi73 @kondepatula13 Eso que les encanta a los comunistas se llama dialéctica.,0
"@JoseValenzGonz @HeraldoMunoz @sebastiansichel @ignaciobriones_ @desbordes @joseantoniokast En efecto, pero, tendrán que pensar 1ro en 🇨🇱 y después, una vez libres de los comunistas, abrir nuevamente los debates. Que otra solución nos queda??!!",0
@Sentido07723133 @JoignantAlfredo Mis países comunistas 😂. Definitivamente eres estúpido.,0
"@claulibertaria Tu con cara de huevas, crees que todos los zurdos somos comunistas, porque eres un. Iletteado, yo soy socialista y jamás me he leído el manifiesto comunista ni Karina tampoco, tanto terror con los comunista una  paranoia de la guerra fría, Allende era Socialista, instruirse",0
"@gteillier Ganó Orrego, esperemos que la gente entienda que el cambio que se quiere nunca vendrá de la manos de los comunistas y asociados... @gteillier",0
"@canalchatarra Yo no espero nada de Orrego, ni las gracias ni un reconocimiento a la gente que no es de izquierda y que voto por el, lo importante es que es un político profesional y su periodo va a durar solo 4 años, a los comunistas no les gusta dejar sus cargos.",1
"Mi Chile libre de Comunistas!!
Vamos q se puede!! https://t.co/Gr64ThzxDi",0
"@jgonz2001 @Cooperativa Lleva 40 años de político, y Orrego se le destaca su mafia con las casas copeva. Entre otras cosas.
Pero claro, dan más miedo los ""comunistas"" jajaja.",0
"@EmilioParrini Yo no espero nada de Orrego, ni las gracias ni un reconocimiento a la gente que no es de izquierda y que voto por el, lo importante es que es un político profesional y su periodo va a durar solo 4 años, a los comunistas no les gusta dejar sus cargos.",1
"#VOTACIONES2021 FUERA COMUNISTAS, la RM habló.",0
"@marxelamunoz1 @carito69696969 Para nada, son tan amorosos los comunistas, matando personas de hambre, envidiando el dinero del resto, odiando el éxito de los demás, culpando al resto de su propio fracaso, lo normal. (?)",1
@PC_JAL 50 años. Han pasado y nuestros comunistas aún no reconocen que recibían financiamiento de la KGB y hablan de intromisión de países extranjeros cuando ellos eran manejados por el comunismo asesino de la ex URSS. Y más 2012 12 palos verdes de Maduro a nuestro PC. Quien este libre..,0
@biobio A Los ex Concertacionistas les está costando caro el favorcito de gobernar con comunistas!,0
"@danieljadue No al comunismo, ustedes sólo crean miseria y esclavitud para las personas que deben sufrir la desgracia de ser gobernados por sus dictaduras, como lo hacen hoy en Venezuela, Cuba y otros países que viven la tragedia de ser gobernados por comunistas. #ChileSinComunismo",1
"@rmapalacios Comunismo es vivir y trabajar en comunidad como las granjas de Israel llamadas Kibuts.
Si no se sabe que es un kibuts y saber como funciona, no se puede conversar sobre comunismo. La primera comuna fue en Francia y países comunistas según la ONU son 8",0
"@Marcelo43672810 @PilarGinesta Lamento decirte que así no funciona, los comunistas nunca asumen la responsabilidad de sus errores, lo hacen pésimo pero no es culpa de ellos, siempre otro es responsable, y se afirman con el populismo",0
Se dan cuenta? Los Comunistas no se quedaron tranquilo y tramaron todo desde décadas. Es la venganza. FA son los hijos de este demonio comunista. 🛑La DC les siguió el juego?. https://t.co/1kVQiWb79F,0
@Gacr17801 @MajoDoria Esta nueva ola de países con gobiernos comunistas en LATAM es mucho más extrema y radical que la existentes en tiempos de Chávez. Es un sistema generador de miserias. LATAM está amenazada.,1
"@FIGHT_TILLDEATH @MitchellPastene Orrego dijo que apoyaría a Jadue en las presidenciales, además el cargo de gobernador es sólo para darle pega a la familia y operadores políticos de los últimos 30 años, no tiene peso, las verdaderas elecciones contra los comunistas son las parlamentarias y presidenciales",1
"A pesar de estar al borde de un accidente cerebrovascular, acabo de votar por un DC por primera vez en mi vida.
¡ Lo que hace la imbecilidad de los comunistas !",0
"@AntoRivas @circunspecto_ Elmer, por supuesto, no da puntada sin hilo. Iniciativa de un particular, comunistas capitalistas malos, blablabla. Hay varios silencios ahí, todos premeditados.",0
Conocieran la vergüenza no serían comunistas. Tienen el tremendo repertorio de dictadores y acá facturan con Pinochet desde el 73. https://t.co/1jMSPTjkMn,0
@JoseMezaPereira Votar es nuestro derecho y también nuestra obligación.  Es la forma que tenemos de manifestarnos.  No votar es la peor opción siempre. No les sigamos dando en bandeja todo a los comunistas por favor!!,0
"Ahora La Plata no es de la gente es del Estado , comunistas de mierda hasta cuando siguen robando a la gente de trabajo .... https://t.co/4sLp7wObMa",1
"EEUU ha perdido seriedad, coherencia y poder, permiten que los regímenes comunistas en Latinoamerica hagan lo que les plazca, desde apresar hasta asesinar y destruir países #Nicaragua #Venezuela #Cuba",0
"A mi juicio- NADIE  roba más y es más corrupto que los COMUNISTAS TOTALITARIOS🇨🇳.   👇👇👇
CC 
@Maby80 🇻🇪
@NicolasMaduro
@jaarreaza 🇻🇪
@BrunoRguezP 🇨🇺
@JoeBiden
@AngelillaMerkel
@Almagro_OEA2015 
@OEA_oficial 
@PCdeChile    👇👇👇 https://t.co/TUMEAZrnyj",1
@conichilensis Eso es un acierto l oque dices. Todos los comunistas que votarán por Oliva iran a votar ... es nuestro deber hacerlo por Orrego,0
"@lucasaykal Te equivocas. Si los ""comunistas"" existimos es por responsabilidad de los amos a los que gente imbécil como tú defiende. No somos nosotros los que generamos esta mierda. Son tus patrones.",0
"@makagore @silvinamariana @Mister_Wolf_0 @CARLOURREA @MegafonoPopular @PiensaPrensa @PipeHenriquezO MARCO @Orrego 
NO FUNCIONA LA TABLA.
MI VOTO ES PARA
@ORREGO. 
""NO MÁS COMUNISTAS ANALFABETAS !!!!",0
Conchetumadre 🤣🤣🤣🤣🤣🤣 como me perdí esta weá 🤣🤣🤣🤣🤣 https://t.co/RApSBSW7gF,0
@BartolodelPony @yo_elmanuel En la alcaldía pero la gente adora a Bartolo difamador ctm,0
Leo que el Metro va lleno y obvio po! Si la gente tiene que seguir trabajando con permiso trucho o no! y no van a cruzar Santiago en Uber 😒,0
@Manyuka3 @BudweiserCl Jajajajajakaajaksk ctm 🤡🤡🤡🤡,0
@losrios1994 @WevosCon BÁÑATE HEDIONDO CTM FOME..,0
HDMDJDKF NUNCA ME SENTÍ MAS FELIZ DE SER LATINA CTM HRACIAS POR TANTO,0
@btsargento @BTS_twt ME LA PERDI XQ NO ENCONTRE LINK CTM😭,0
NAMJOON CANTO EN ESPAÑOL  Y JIMIN CTM AAAAAAAAAAAAAAAAAA #MUSTERSOWOOZOO https://t.co/B7zb0j2c5A,0
YO SABÍA CTM FJDKDK,0
CTM!!! Nam en el español!!!!! https://t.co/FnUHtompAn,0
CTM NAMJOON KWJDNSNDMNEMFBSMDBDMFNFKFJSKDN me dio algo con ese español,0
@Clintjoselint Ctm. Meme culiao ad-hoc JAJAJAJAJAJAJAJAJAJAJA,0
"No suelo comprar salsa de tomate, siempre uso tomatitos naturales pero compré un"" pesto"" de tomate marca Barilla y ctm cosa deliciosa.",0
"La parte más chistosa de la historia de Bacigalupe es que le dicen “Dr. Bacigalupe” y no “Bacigalupe y la CTM”, como es usual.",0
"@BigotedeNietzs1 Weon. Si gano la ""tía pikachu"" para redactar una constitución.. UNA CONSTITUCION CTM!! 
Chile ama todo menos a si mismo...",0
Evaluación intermedia y la ctm,0
"Facho, con que cara te burlas de la izquierda real si en menos de 12 meses has perdido 3 elecciones tres poh CTM 🤦‍♂️
Apruebo 79%
Constituyentes quedaron sin Quorum 
Gobernadores 1 sólo 

La Única eleccion que ganaste fue una elección ajena, sdw 🤦‍♂️",0
@loscontadores Como le Llegó un tanque de oxígeno a ese ctm.,0
CTM solo conocí los platos 😂😂 https://t.co/mOxYtouDpN,0
"Jadue como todos los políticos,justificando el Vicecampeonato de Oliva, chao todos los políticos ctm",0
@B1gMoney1 Desde que dejó tirado azules que no le compro niuna wea a ese ctm,0
"Es lo menos que puedes hacer, recuerda quien es tú JEFE CTM.",0
@Girealaderecha Y no lo reconoció el ctm!!,0
"@elmostrador Y la ultra derecha es entonces un terremoto grado 1000, CTM",0
@augustito2 @gene_llerena Espera sentada CTM.,0
@JazeCruzada Pero si a esta hora hace más frío que la ctm :(,0
Apoyen al dragón siempre ctm ❤ https://t.co/ntMPXWLVmS,0
Cosas que pasan cuando el gobierno pone énfasis en la enfermedad y no en la prevención de la enfermedad por la ctm,0
"mi polola se despierta más temprano que yo y me deja durmiendo bien tapaita y la estufita prendida, ctm que la amo 💘",0
Se me quedó la lámpara CTM! mi ansiedad nivel atmosféricos,0
No podi ctm jajja https://t.co/wnfHkRp1zD,0
CTM ke eres weona!!. Anda a decirle eso a 1) El personal de salud ke tiene ke atender a sacos de tetas como vos 2) A los sin pega por la economía ke no puede volver a funcionar normalmente si estamos en riesgos de exceder camas UCI. https://t.co/ZCHx9mDzJm https://t.co/LW8ygv7osJ,0
"@spaceazul Ctm ojalá sea así, Osino me mato",0
"#YoSoyCHV 9,7 de Riquelme?????  Andate a la ctm rockero versión Acuenta!!! 😡😡😡😡🤬🤬",0
Ahora te puedes marchar ...andate luego ctm#YoSoyChv,0
El señor “periodista” Matamala ( qué apellido más horrible) tratando de dictador a Fujimori ..hablando estupideces como siempre.. te recuerdo comunista ctm.. que Allende nombró militares como parte de su gabinete y nunca he visto que ustedes caras de raja lo nombren dictador,0
@Wuachona0_ @MissIris100 Mara come moco y la CTM Puta asquerosa adios pobretona,0
ctm esta es su nota alta más infravalorada ctmmmm https://t.co/I6q9fK0t7H,0
@_SammyLex_ JAJAJAJAJA JAJA CTM,0
Acabo de descubrir lo que es Eurovision y me quedé pegado viendo la misma presentación ctm,0
@Neo__lester @BaylyOficial Jajaj directo. Retuercete ctm.,0
@MedelPitbull que buen trio ctm &lt;3,0
"Recuperé mi instagram ctm, quiero llorar 😭😭😭😭😭",0
CTM llegó Trafalgar 😍,0
@ignaciobriones_ @isaiassharon @cbellolio Incompetente ctm,0
@The_WhiteLie qué me decí estúpido perkin ctm,0
"¿Qué le pasó a la generación de cristal, ahora? Entro y veo que le están dando a Javiera Parada, en fin, yo NO voy por Briones, pero ver la espuma en el hoci de la #Izmierda 😆😆 y ¿todo porque les hizo una #Izkia?
Váyanse a la CTM 😂😂😆😆😆 https://t.co/F1MonJH1mn",0
CTM AMO MUCHOOOOO 🥺😫😭 https://t.co/tTABEQ9x3q,0
"CTM, la Rubí pateó al Miguel por la Macaaaaaa #EdificioCorona",0
@blueelau VISTE QUE ME INTIMIDAI GILA CTM CHAO NO T HABLI MAS,0
"@CSD_CC_Boxeo Guaton ctm, más anticolocolino no hay",0
Ctm no sé qué ropa llevarme🙂🙃,0
La ctm esto me alegra por que puede ser costas y me preocupa por que puede ser marini la ctm. https://t.co/Z0iLAntwGL,0
@biobio Jajajja ctm 40 años que vergüenza ql  como pueden ser tan vende patrias los wns,0
"@Manuel81279379 @jschaulsohn kjajajajajajajja la wea alucinante¡¡¡
el eje del mal¡¡¡
ctm¡¡¡..jajajajjaja",0
ctm se viene música de lorde ayuda,0
como te odio tito tapia ctm,0
"WEONAAAAAAA LORDE CTM 🥺🥺🥺🥺🥺 TOY EMOCIONÁ, JUSTO LO QUE NECESITABA ESTE 2021, MOTIVO PARA VIVIR #Lorde Solar Fower #SolarFower 💗💗💗💗💗 https://t.co/EAU7kUZofT",0
VA A VOLVER LORDE CTM 😭✋🏼,0
@LaRedTV Como te pica la raja ctm que hay mas honorables por el pueblo que basuras fascista como tu.,0
"@pablovidalrojas @Contraloriacl Cabreate ctm si nadie te quiere y menos a la derecha, no importa lo que hagas no seres presidente ni ahora ni nunca",0
@ifhyjoa @spaceazul @udechile yapo ctm que esperan,0
@YE1ach23 @ElElectoral Oy los ctm,0
"Le compré un kit skin care a mi pololo (weás pa afeitar, cremas, etc) y ctm siento q fue un auto regalo pq francamente no puedo parar de olerlo",0
"@MenyLane AKwkxkejxuekifiwixkwkxkrkc CTM WNA SJZJEJJFKRKG te amo💜 ✨simplemente, lo mejor que pudiste haber hecho ✨",0
"CTM, ni para el final de The Americans tenía tanta ansiedad. https://t.co/qAjiZXktnw",0
@ariza_pablo CTM me representa 😂😂,0
ctm ahora la mascarilla tapa el quinto chakra... kwea,0
"Compré mi remedio para 3 meses, 90 lucas ctm! Por suerte tengo seguro.",0
@ValentinaGod viva shile ctm,0
Lo q faltaba el Ctm de Moreira anuncia proyectoq  declararia inexpropiable lpa fondos de afp ..sera q recibio el chocoso para q sigan siendo de los mismos de siempre nuestras platas...anda a echarte tanax,0
@bts_bighit SIGAN HACIENDO STREAM CTM,0
"@RodriguezManuel Micro rápida y repleta, maneja con cuidado ctm creí que llevay chanchos arriba wn oh",0
@albertoplaza Eres innecesario CTM,0
"@rubenva40371122 @Esteban_SDG @AFP_Provida Me resultó, CTM!!!! Y a la primera! Se cayó la página por la demora, pero volví a entrar y estaba vigente: Resumen: No usar Mozilla Firefox sino Google Chrome, y hacerlo con luz de día, aunque esté nublado!!! #biometriafacial #retiro100porciento",0
@adnradiochile ella apoya a Maltes.......?? ctm q susto....no pensé que era tan weona...,0
@Dua_Lipasa__ ESTA MICRO VA VOLANDO CTM Y YO MAS LO QUE ME APURE PA LLEGAR,0
Estoy dudando frío ctm 56mil votos de diferencia https://t.co/PUQZUymhcl,0
JAJAJAJAJAJAJAJAJA CTM https://t.co/x2fi0e3zxI,0
@yiboostan CTM MENTIRA QUE DIJO ESO 😭😭😭,0
@latercera y quien es el ctm que no está de acuerdo??,0
en qué momento se me ocurrió pedir hora al oftalmólogo a las 08:30 horas ctm 😭,0
Otra noche sin dormir por el dolor de colon ctm 😔,0
de los 956 memes de viajero del tiempo me ha hecho reir UNO. soy un amargao ctm,0
"@AsellusRobina Jajsjajs ctm lo agarraste justo sin salto, ahi fueeeeeeeeee",0
@smirko13 Hubiesen sido 2 clásicos Ganados por la ctm hasta cuando termina esta maldicióoooon 😪,0
"Dos sillones la ctm

#GalaYoSoy",0
NOOOOO POR LA CTM ME SPOILEARON ALGO DE POSE ME QUIERO MORIR CTM,0
@pattychile73 @danielstingo @danieljadue @El77735558836 @kikaRichter2021 @AlejandroMery1 @joseantoniokast @becasess @ky91234567 @PabloSrCasual @melnicksergio @patriota_1972 Con respeto. Pero este par puede irse a la ctm y más allá con sus ideas iluminadas,0
@ShrekMood Ctm. Con razón todo me salía mal,0
"Y es el desafío más terrible que he tomado en mi vida, lo que he llorado ctm, ojalá algún día valga todo la pena",0
"@MisterDeivid_ El año pasado pesaba 88 Kilos en Enero y estaba bien, ahora peso mas que la ctm jajajaja 
Vamos que puedo!",0
hay que puro telar a este ctm https://t.co/m7f4NpaMM7,0
Goool de melipilla ctm lo estoy gritando lo necesito fecha culiaaa malaaaaa,0
@charls_el20 Jkakakakkakaa nos pasamos por la tula papayero ctm,0
"@Gabriela_monsal JAJAJAJA ctm, siento que “Richi” se ganó la desfuna✨",0
Grande colo colo ctm!!!! Quinteros pone a arriagada wn el cabro esta demostrando que tiene las condiciones #VamosColoColo,0
"Pelucón re ctm, te las tengo guardadas HDP!!! 🤬🤬🤬🤬",0
Falcón se va cagao de la risa hrno JSKSJSKSJ chao equipo chico ctm,0
"Y Chupete y Matias justo hoy día estan todo cagado? 🤣🤣🤣🤣
Arrugones ctm",0
"2 minutos para Arriagada Quinteros ctm, ojala haga 3 goles en lo que queda #VamosColoColo",0
@Pato_Mondaca Esa wea me pudre ctm,0
"Ctm y en las tribunas están los campeones de la libertadores , que vergüenza deben sentir con el técnico que tenemos y la forma que juega #colocolo 

#VamosColoColo",0
"Que alguien le diga a #quinteros que esta en colo colo , no puede meter un defensa por la ctm",0
"@24HorasTVN Con esto sería razonable que quien ocupe una posición para liderar en las comunidades pase por un proceso de evaluación psicológica, tal cual como cuando postulas a un trabajo, si no tal como ocurrió a en estas meta elecciones aparecen casos como el de este CTM",0
"@DonPerro1991 Es buenísimo el ctm, la cago wn",0
"No me creo ni mierda su lesión si le sigue pegando así, ctm",0
CTM! Hamilton quedó último!!! Se fue a la mierda Mercedes!! #AzerbaijanGP,0
"Vamos Garin !! sabemos que el ruso no es bueno en arcilla , toda la fe ctm vamos #RolandGarros",0
@ale_cortes @Don_Tinterillo_ @karina_ol Y va ganando en las encuestas . CTM,0
"volví momentáneamente a ver el llanto culiao de ustedes, feos culiaos",0
"@Shilevision_CL Oye progre culiao, como despertó ese potito? 🤣🤣🤣",0
Aahhh estoy chata del ruido culiao de las micros!!!! 😖,0
bh culiao no me dejaste ver a jimin cantar en español,0
@Boriseeyou Las chancheras... Carlos Pinto culiao insistente.,0
"@chunchunmaru82 @rucio_natural Pobre weon, y no tiene ni foto el feo culiao jaajajjaajaaja 🤡🤡🤡🤡🤡",0
@Tip1coHuevo Que eres soez mono culiao!!! Buenas noches bb 😘,0
@xcaracolax @hugoguionista @Diego_Schalper pa que se entere. Que le anda diciendo “perdedor” a otras personas cuando estai al fondo de la tabla.,0
"Estoy raja pero quiero avanzar en esta cagaa de pantalón, tela culiaa, la odie, pantalón culiao, vida culiaa 😭😭",0
"@Tocomples316 Si, puede ser, pero igual hay que ir a votar, para que se note que hay deseos de cambiar este país culiao y quienes nos gobiernan",0
Jajaja pelao culiao indecente https://t.co/sGN0my7mn4,0
"@TomasAndres_20 En India peleandose las vacunas.  San Francisco retomando las actividades porque el 80% arriba de doce años todos vacunados y 15 casos COVID. En Chile: ""OAY es que quizá que contiene la vacuna"", ""Voy a esperar cómo reacciona en la gente para ponermela""  CHILE CULIAO",0
@Diego_Schalper Schalper Culiao ridículo! 🤦🏻‍♂️,0
@cristobal_palma Culiao penca. No dijo na,0
"MenTYRA que hay gente que va a votar por Orrego pero no pk ""les guste el culiao"" si no pa que no salga la Oliva! CSM 🤦‍♂️🤦‍♂️🤦‍♂️ a la larga se trata del mal menor para ellos... La wea SAD!",0
@MsAnimalist @DrEnriqueParis Viejo culiao! (Perdón mi francés) 😌👆🏾,0
@taiocupaito Cuál frío culiao pendejo culiao bajame el tono,0
@Cuma_culiao @CHVNoticias Izquierdista  llegando a la conclusión  correcta y queriendo k le roben sus fondos https://t.co/csE2nKzlVp,0
@joseantoniokast y cuanta gente inocente está presa viviendo peor sin haber torturado a nadie viejo culiao,0
"No hay mano para una nueva CODE, tonto culiao. https://t.co/2M3X3ZjL5P",0
@Pulmark Ánimo corazón de melón que todo saldrá bien💜 Te quiero mucho (y odio a ese covid culiao).,0
@Daniela_CamposV Y el @campusano799 pelándose ahí. Quedó al descubierto,0
"Pides educación cívica pero para que voten por TU preferencia, para nada más; sean claros, infumables culiaos",0
"@Rojafilosofa Jajaja obviamente porque son unos ""Flojos Culiaos"" solo protestan del celular porque no mueven la raja para ir a votar",0
"@_____ogyndoor @GobiernodeChile @ministeriosalud Tengo un amigo que estaba en las mismas, cancelo la solicitud y mágicamente lo llamaron para llevarlo, los mando a la mismisima mierda.
Ineptos culiaos",0
por qué se les ocurre que es buena idea hacer programas yendo a la casa de famosos culiaos desagradables a quién le importa la vida de fulanito,0
@CNNChile Lo dice un Delincuente!! Estos son los que apoyan a Orrego!!,0
"""Felicitar"" a @ElMercurio_cl que apoya la reinserción social de delincuentes (fachos) con nutrido prontuario, como @Pablo_Longueira 
Pintado para ser jefe de la @FundJaimeGuzman ahora que se murió el delincuente #JovinoNovoa https://t.co/su5WEG7v2I",0
Estoy en Las Condes y se escuchan fuegos artificiales qué roteria es esta por dios ya se instaló el delincuente de Orrego?,0
@AlertaQuilicura Una vez más la ignorancia le da paso a las ELITES que nos roban los rrnn y a los delincuentes  que después lo queman todo.,0
"jajajjjjjjjjjjjjjjjjjjj 
...ya se habían subido al piano, los perejiles atrevidos, indecentes
Drogocomunistas
Delincuentes
Ladrones pedófilos 
Borrachos
Ridículos. https://t.co/RodLROdCC9",0
La media cagada con la guerra de los Rappis (gente honesta) vs los delincuentes  #modusoperandimega https://t.co/t7d8DDjBt7,0
"@Camiloparada Buscando todo tipo de condimentos, empezó con un toque de veneno derechista ... para el raspado de la olla ...",0
"@tuno777 @AndesMine @T13 Ella ella la politóloga ella,cambia el disco rayado u el discurso trillado de un triunfo vergonzoso de una minoría derechista camino a mostrar nuevamente una INCOMPETENCIA brutal. Dan pena hoy x hoy. https://t.co/arbCtV7gxU",0
"@KarolCarriola @marcoporchile @Orrego Además este es una cuenta falsa, no eres Karol Cariola, da la cara imbécil",0
"@melnicksergio Asi es, ganaron gracias a ustedes,por eso la DC se hunde en su lodo, porque pactaron con la escoria de la sociedad, lo más miserable, más putrefacto del ser humano, sin valores morales, sin principios. La militancia honesta de la dc se fue, queda la 💩 y con💩se entienden.",0
"@CATA_a_secas @melnicksergio Totalmente de acuerdo, traidores han sido siempre y lo seguirán siendo!!!
El chancho mantecoso del Melnick ya se las está cobrando, los fachos no dan punta sin hilo!!!",1
@Emilia_Aprueba Comunistas más frente amplio contra los fachos de siempre,0
"@carito69696969 Los derrotados no somos nosotros, son los democretinos k se unden en la 💩xq los fachos le van a cobrar el favor, “cuando se va con la derecha, es la derecha la que gana”. Por nuestro lado, los porfiados tienen que convencerse que votar es parte de la lucha contra la tiranía.",0
@valerialunacs Igual en Corea del Sur son mas fachos que aqui,0
"@OMdechile Como ejemplo,Temuco es como Puerto Varas pero mas grande, presencia de colonos o los descendientes de estos, fachos claramente y se produce lo mismo que en stgo y las 3 comunas.",0
"Mi desayuno hoy: lágrimas de zurdos ☕🤣.
Deber cívico cumplido nunca pensé que votaría por un DC, pero nuestro deber como ciudadanos es votar por el mal menor porque harto charcha la candidata feminazi @karina_ol #KarinaOlivaGobernadora
Finalmente el resultado:
#OrregoGobernador",1
El triunfo de don #Orrego se debe a la derecha. Votamos por un huevon que nos cae mal para que no salga una izquierdista feminazi.,1
@Vero02184620 @PamelitzR Y donde están la ni una menos y las feminazis asesinos Barrón a una chiquilla que tenía toda su vida por delante alguien que servía a su país,1
"@dbello1 @Euggenius Desbordarlo todo, por cierto, deconstruyendo los paradigmas neoliberales y así conseguir que el miedo cambie de bando, ofreciendo una gobernabilidad feminista y no una alternancia, desde todos los territorios, acabando con el patriarcado y con Alto Maipo 
🥴",0
"Seguramente, el discurso de #feministas #tesis, etc. es para algunas víctimas y no para todas. #PorEsoNoMilitoPorQueMeLimito https://t.co/tIcwmd3Gc1",0
"@biobio Y las feministas, rechazando éste delito.......",0
"Este es mi nuevo gobierno 🇮🇱 Judios, religiosos, ateos, musulmanes, LGTBQ, feministas, inmigrante de Ethiopia, inmigrante de ex USSR, persona con discapacidad, un Judoka y creo q hasta hay un par de veganos 🇮🇱🇮🇱 Amo a mi país ❤️ https://t.co/c3ZjzhyvoK",0
"Que extraño,  no veo ninguna publicacion de las feministas condenando la muerte de la,detective, a que se debe acaso por ser detective no hera mujer",0
"lamento la muerte de la funcionaria de la @PDI_CHILE , pero no deja de sorprenderme la  desinformación o mala intención de los comentarios, #INDH y feministas actúa en otros contextos (hay que leer un poco poh! mínimo)",0
"ASÍ DEBIERAN SER LOS FLAITES DE AQUÍ. 
LIMPIOS Y ORDENADOS.
SON TODO LO CONTRARIO, LOS ROTEQUES ! https://t.co/fmjAacoomd",0
"@MaiteOrsini Sé mujercita y arroba a Orrego @Orrego, ""da cara"" como dicen los flaites.",0
"@Alejand86984806 @_Ferdl_ claro que no es ayuda, pero se entiende el contexto. NO sea gil.",0
"@PatoTron7 Sáquense la camiseta aunque sea por 10 minutos wn. Pinares juega en brasil, ha sido titular y capitán en la liga que el majestuoso y omnipresente Gil dio la cacha y descendió",0
"@vonchile La Derecha lo salvo , de otra forma habría. Perdido y.además con una comunista ignorante.",0
"@migvall @adnradiochile Hoy en día hay un amplio abanico de candidatos políticos para gente ignorante, como tú por ejemplo. En eso las encuestas NO MIENTEN!",0
"ESTIMADA!
Espero q esto le sirva d aprendizaje.
JAMÁS VUELVA A ENTRAR A DESAFÍOS CUANDO SU CONDUCTA ES IGNORANTE  YA QUE SU INEPTITUD E IRRESPONSABILIDAD PERJUDICÓ LA VIDA DEL PUEBLO...SIP ESE MISMO PUEBLO AL Q LE CANTA ILLAPU Y GANA LUKAS ... MENOS LIMPIARSE EL HOCICO Y MÁS PEGA https://t.co/Si7gfToe5w",0
"@ArtemioNobel @danieljadue @karina_ol Claro, uno no gana porque la gente es ignorante, el mismo discurso neoliberal que dice que la gente se infecta porque no es responsable.  Es fácil trasladar la responsabilidad propia al otro en vez de decir que no fuiste capaz de convocar a los propios. Con esa logica no ganas",0
"@ClauFts Se mostró dividiendo, rasca, media ignorante",0
"@RBerasain Usted sabe quien hubiese ganado hoy la gobernación de  Santiago de seguir sus consejos la derecha?, la gobernación estaría en manos de una ignorante.
Cuidado con eso, no vaya a ser que vote nulo y permita a un jadue presidir el país.
Debe primar sensatez.

#TodosContraElComunismo",0
@melnicksergio @GranerisCarlos Como pueden darle poder a un tipo tan ignorante y poco preparado... Una pena por Perú,0
"@Mister_Wolf_0 Como que trato de decir "" que la religion no se lo permite y deja de pecar""...🤦‍♀️😤 jajaja weon ignorante que horror que estos tipos esten en la politica🙄",0
@vagoilustrado Que tipo más ignorante y cegado por su creencia religiosa y pensar que existen personas que piensan igual que este sujeto,0
"@EnriqueParis2 Eres ignorante, no huaso... 🤨!",0
"Cuando se es ignorante y te estas quedando mal, mejor, no hablar 🤷🏻 https://t.co/eSRarqLgWS",0
"@JORGE_KATANA @elmostrador @Patthy1477 Muy cierto.
Pero ella sabe que las entrevistas y debates no son su fuerte y ahí queda demostrado que no está preparada para el cargo.
Ella es pura mentira y engaño, y hay gente ignorante que le cree 
LAMENTABLEMENTE!",0
"@9Kiev_MPam @sarake @FVidangossy @izkia So ignorante, el sebo es una grasita que segregan las glándulas que tienen las personas y algunos animales y que sirve para lubricar y proteger la piel y mantenerla blanda. Nada tiene que ver con suciedad o no bañarse. Materia de 5to basico. Educate por fa!",0
"Las personas LGBT+ no eligen tener determinada orientación sexual o identidad de género. Muy diferente a usted, @EdoDuran, que elige ser ignorante. https://t.co/YEcP0ZGMmv",0
@karina_ol Que loca mas ignorante y populista. También vas a tener la atribución de crear lluvia o controlar la temperatura del sol? Haces ver a la Bea Sánchez o al Gonzalo Winter como@genios!!!,0
"@Jorgeresmir @janecarvajal Es wueona entera ignorante, pero si quieren eso, pueden comer mierda tranquilos",0
@DiegoHipocrita Es una ignorante dogmática.,0
@isla_alejandra @ComisionChilena En realidad no puedo seguir a gente tan ignorante y xenófoba. Mejor la dejo en silencio.,0
"#AquiSeDebate El constituyente  ⁦@BenitoBaranda⁩ está a favor de matrimonio homosexual, dice que la nueva constitución debe tener reconocimiento a pueblos originarios, es ignorante, hoy son reconocidos y tratados en igualdad, excepto #Terroristas https://t.co/X3hYgyxyCW",0
@PatoFdez Y dale con que el problema es lo que tienen mas.... tan ignorante,0
@meganoticiascl Conclusión esa declaración hecha en un país capitalista donde hiciste fortuna solo es Demencia senil o q eres un estúpido e  ignorante @Florencilla53@ @deRECHAzOo @El_Prove @JhonWick77 @Karlita25N @AunChile @MLRepublicana @Bloque_Patriota @fachomet @senzaanidary @gloria_patriota,0
"@thecliniccl Hay que ser muy burdo y simplista. En comunas donde ganó el apruebo, ella igual perdió… cómo lo explica? Con ese análisis que hace, o quiere tratar al resto de ignorantes o sólo lo reafirma respecto de ella misma.",0
@ALeverkuhn83 De atrás pica el indio?? Se volverá la clave el PS (resucitando políticamente) en una posible segunda vuelta apoyando a @ProvosteYasna sólo el tiempo lo dirá.,0
Lo único q quiero es cambio de gobierno wn para q saquen a la etos ineptos que han manejado como el hoyo la pandemia https://t.co/wW6GYixBNH,1
"@danieljadue Eres muy hipócrita, si tanto te gustan los extranjeros ¿por qué no vives aquí en Recoleta, al lado de ellos? En Recoleta queremos tranquilidad, sin más delincuencia desatada, sin más suciedad, sin más escándalos cada noche aún con toque de queda por los lindos vecinos inmigrantes",1
"@PC_JAL @JaimeColomaT @ViviCaroGodoy @almela6791 @Angelik71895306 
El partido octubrista (orden) nos recordó que es aquella prosa maldita del binominalismo, y aunque derrotado aun posse malditas logicas de realismo, peligrosas rutinas circuntancias que harán de Orrego un borrego",0
@hlopezbo Les duro poco a estos malditos,0
